"state","pincode","year","quarter","rank","count","amount"
"gujarat","395006","2022","1",NULL,"316","381085"
"uttarakhand","247667","2023","2",NULL,"227","380856"
"telangana","500055","2021","3",NULL,"466","380827"
"chhattisgarh","493221","2024","3",NULL,"274","380578"
"puducherry","605110","2024","4",NULL,"258","380575"
"assam","781028","2023","1",NULL,"287","380465"
"jammu-&-kashmir","182101","2022","4",NULL,"190","380455"
"odisha","751002","2022","3",NULL,"355","380350"
"chhattisgarh","490006","2023","3",NULL,"252","379144"
"punjab","141007","2024","4",NULL,"373","378959"
"jharkhand","832107","2023","1",NULL,"320","378120"
"odisha","751019","2022","4",NULL,"299","377919"
"assam","781028","2023","4",NULL,"256","377877"
"andhra-pradesh","520001","2023","2",NULL,"394","377868"
"rajasthan","302013","2022","2",NULL,"340","377818"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2024","3",NULL,"195","377552"
"odisha","751021","2024","2",NULL,"216","377365"
"bihar","812001","2023","1",NULL,"298","376896"
"andhra-pradesh","517507","2021","4",NULL,"365","376592"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2023","4",NULL,"235","376257"
"odisha","751017","2024","3",NULL,"278","376226"
"bihar","800002","2023","1",NULL,"291","375950"
"chhattisgarh","492013","2023","3",NULL,"259","375761"
"uttar-pradesh","201301","2021","2",NULL,"558","375501"
"telangana","500072","2021","1",NULL,"677","374999"
"madhya-pradesh","482002","2022","2",NULL,"252","374764"
"chhattisgarh","492013","2023","2",NULL,"226","374148"
"gujarat","395010","2021","4",NULL,"326","374092"
"jharkhand","831012","2024","1",NULL,"319","373884"
"jharkhand","831004","2023","3",NULL,"397","373846"
"uttarakhand","248171","2024","2",NULL,"197","373764"
"chhattisgarh","494001","2023","1",NULL,"196","373496"
"kerala","682020","2023","2",NULL,"293","372993"
"telangana","500081","2021","4",NULL,"463","372582"
"assam","782003","2023","2",NULL,"187","372489"
"haryana","121004","2021","3",NULL,"483","372427"
"kerala","673592","2022","3",NULL,"230","372365"
"andaman-&-nicobar-islands","744105","2023","4",NULL,"214","372312"
"punjab","147001","2023","3",NULL,"213","371782"
"assam","781001","2023","1",NULL,"271","371714"
"chandigarh","160047","2024","4",NULL,"185","371116"
"chhattisgarh","492009","2022","4",NULL,"247","371098"
"andhra-pradesh","520010","2022","1",NULL,"297","370767"
"chandigarh","160002","2023","3",NULL,"270","370626"
"puducherry","605110","2023","1",NULL,"257","370449"
"bihar","800023","2023","2",NULL,"284","370428"
"assam","783380","2023","4",NULL,"242","370274"
"karnataka","560100","2021","1",NULL,"457","370259"
"uttarakhand","263153","2022","3",NULL,"309","369933"
"andhra-pradesh","522001","2022","4",NULL,"407","369435"
"himachal-pradesh","174101","2023","4",NULL,"199","369205"
"puducherry","605110","2024","3",NULL,"236","369114"
"chandigarh","160047","2024","3",NULL,"204","368947"
"jharkhand","834008","2023","1",NULL,"259","368773"
"chandigarh","160036","2024","4",NULL,"224","368493"
"goa","403401","2023","2",NULL,"237","368466"
"bihar","801503","2022","2",NULL,"321","368015"
"punjab","141008","2024","2",NULL,"274","367587"
"kerala","682024","2022","1",NULL,"231","367375"
"goa","403507","2024","2",NULL,"267","367357"
"chandigarh","160002","2024","2",NULL,"205","365016"
"west-bengal","734006","2022","3",NULL,"350","364816"
"puducherry","605008","2024","4",NULL,"224","364534"
"punjab","141008","2022","4",NULL,"273","364465"
"gujarat","382330","2022","1",NULL,"262","363970"
"gujarat","395002","2022","3",NULL,"408","363643"
"bihar","801503","2021","4",NULL,"278","363057"
"madhya-pradesh","452010","2021","4",NULL,"385","363032"
"odisha","751006","2024","2",NULL,"239","362941"
"bihar","800007","2022","4",NULL,"411","362730"
"jammu-&-kashmir","190001","2024","4",NULL,"213","362707"
"maharashtra","421301","2021","1",NULL,"478","362678"
"maharashtra","411033","2021","3",NULL,"474","362568"
"odisha","751010","2024","3",NULL,"240","361326"
"assam","783380","2024","3",NULL,"212","360878"
"bihar","844101","2022","3",NULL,"351","360663"
"goa","403001","2023","3",NULL,"254","360654"
"odisha","751021","2022","4",NULL,"247","360226"
"rajasthan","302012","2021","3",NULL,"413","360214"
"punjab","151005","2022","3",NULL,"268","360129"
"bihar","800007","2022","3",NULL,"302","360011"
"kerala","673016","2022","4",NULL,"262","358888"
"chhattisgarh","490006","2023","1",NULL,"216","358676"
"west-bengal","734006","2022","2",NULL,"388","358646"
"assam","786003","2023","3",NULL,"216","357624"
"assam","785001","2023","1",NULL,"249","357351"
"kerala","682020","2022","3",NULL,"287","356772"
"kerala","673032","2022","3",NULL,"301","356768"
"haryana","121005","2021","4",NULL,"368","356517"
"west-bengal","711101","2022","2",NULL,"371","355788"
"andhra-pradesh","520007","2022","2",NULL,"306","355690"
"chandigarh","160002","2024","1",NULL,"222","355398"
"bihar","800020","2021","3",NULL,"457","355333"
"andhra-pradesh","516001","2022","2",NULL,"344","354936"
"assam","784001","2023","4",NULL,"215","354613"
"chandigarh","160036","2024","3",NULL,"190","353800"
"kerala","682032","2022","3",NULL,"262","353599"
"assam","781028","2022","4",NULL,"291","353306"
"uttarakhand","249403","2022","4",NULL,"282","353194"
"jharkhand","827013","2022","3",NULL,"287","353078"
"puducherry","605009","2024","4",NULL,"284","353074"
"nagaland","797112","2024","4",NULL,"203","352764"
"madhya-pradesh","452016","2021","4",NULL,"237","352688"
"andhra-pradesh","524004","2022","1",NULL,"365","352581"
"jharkhand","831004","2023","2",NULL,"367","352526"
"punjab","140308","2023","2",NULL,"242","352493"
"uttar-pradesh","201307","2021","3",NULL,"377","352391"
"jharkhand","831004","2024","2",NULL,"295","352145"
"bihar","800001","2021","2",NULL,"471","351926"
"assam","783101","2024","4",NULL,"226","351828"
"bihar","800006","2022","2",NULL,"364","351545"
"kerala","676123","2022","3",NULL,"265","351215"
"uttar-pradesh","246701","2021","4",NULL,"563","351050"
"puducherry","605110","2024","2",NULL,"271","351041"
"odisha","751003","2024","2",NULL,"228","350660"
"odisha","765001","2023","2",NULL,"297","350642"
"west-bengal","700014","2022","1",NULL,"323","350518"
"goa","403001","2024","3",NULL,"244","349995"
"goa","403401","2024","2",NULL,"256","349903"
"punjab","141014","2024","4",NULL,"305","349705"
"assam","783370","2024","3",NULL,"212","349532"
"haryana","122001","2021","1",NULL,"604","349428"
"odisha","752101","2023","3",NULL,"209","349387"
"goa","403401","2023","3",NULL,"228","348103"
"maharashtra","421201","2020","4",NULL,"465","347630"
"andhra-pradesh","530014","2024","2",NULL,"418","347441"
"uttarakhand","249403","2024","2",NULL,"286","347397"
"odisha","751006","2023","1",NULL,"256","347042"
"andhra-pradesh","520011","2022","2",NULL,"359","347013"
"maharashtra","401208","2021","3",NULL,"406","346804"
"chandigarh","160036","2023","4",NULL,"188","346084"
"bihar","842001","2022","3",NULL,"325","346019"
"odisha","760001","2023","4",NULL,"228","346015"
"kerala","673004","2022","4",NULL,"269","345791"
"odisha","751003","2023","2",NULL,"213","345198"
"goa","403601","2022","4",NULL,"270","345017"
"rajasthan","344001","2022","1",NULL,"305","344674"
"punjab","141008","2023","3",NULL,"326","344064"
"andhra-pradesh","520001","2022","3",NULL,"411","343460"
"odisha","751006","2023","3",NULL,"275","343167"
"uttarakhand","244713","2022","3",NULL,"243","342604"
"goa","403401","2023","1",NULL,"215","342062"
"assam","781028","2023","2",NULL,"189","342060"
"andaman-&-nicobar-islands","744103","2023","2",NULL,"171","341853"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2023","3",NULL,"238","341809"
"puducherry","605110","2022","4",NULL,"274","341666"
"himachal-pradesh","173025","2024","3",NULL,"203","341090"
"karnataka","560068","2020","3",NULL,"1603","340876"
"gujarat","395002","2022","2",NULL,"352","340006"
"bihar","844101","2023","1",NULL,"275","339925"
"chhattisgarh","494001","2023","3",NULL,"256","339872"
"west-bengal","700039","2022","1",NULL,"329","339064"
"bihar","842002","2023","1",NULL,"304","338611"
"goa","403601","2023","3",NULL,"274","338515"
"karnataka","560058","2020","4",NULL,"454","338439"
"uttarakhand","249403","2023","2",NULL,"179","338335"
"odisha","760001","2022","4",NULL,"261","338293"
"bihar","812001","2022","3",NULL,"318","338120"
"delhi","110086","2021","1",NULL,"359","337731"
"puducherry","605008","2023","4",NULL,"208","337675"
"chandigarh","160002","2023","4",NULL,"240","337244"
"uttar-pradesh","201009","2021","1",NULL,"508","337060"
"odisha","751010","2023","4",NULL,"245","336877"
"assam","781034","2024","4",NULL,"242","336709"
"tamil-nadu","600116","2021","4",NULL,"268","336374"
"jharkhand","834008","2022","3",NULL,"248","336346"
"haryana","121004","2021","1",NULL,"448","336339"
"odisha","751012","2023","1",NULL,"253","335961"
"himachal-pradesh","174101","2024","2",NULL,"203","335937"
"jammu-&-kashmir","191111","2024","4",NULL,"160","335713"
"chhattisgarh","496005","2023","2",NULL,"215","335162"
"kerala","682042","2022","1",NULL,"233","334805"
"odisha","751003","2023","3",NULL,"250","334006"
"odisha","751006","2023","2",NULL,"254","333809"
"west-bengal","700019","2022","2",NULL,"306","333399"
"maharashtra","412105","2021","3",NULL,"405","333389"
"assam","781040","2024","3",NULL,"198","333310"
"assam","781032","2022","3",NULL,"288","333196"
"west-bengal","713101","2022","1",NULL,"325","333098"
"bihar","812001","2022","2",NULL,"251","332849"
"assam","781019","2024","3",NULL,"173","332660"
"jharkhand","834001","2021","3",NULL,"400","332493"
"jammu-&-kashmir","190001","2024","2",NULL,"159","332240"
"uttarakhand","244713","2021","4",NULL,"238","332068"
"odisha","751012","2022","4",NULL,"262","332035"
"uttarakhand","246149","2024","2",NULL,"242","331975"
"odisha","751024","2022","2",NULL,"226","331813"
"andaman-&-nicobar-islands","744105","2024","1",NULL,"249","331342"
"madhya-pradesh","452020","2022","3",NULL,"293","331098"
"jharkhand","832110","2022","4",NULL,"302","330958"
"chhattisgarh","495001","2021","4",NULL,"231","330008"
"odisha","768201","2024","2",NULL,"244","329596"
"uttarakhand","248008","2022","4",NULL,"215","329432"
"maharashtra","431003","2021","2",NULL,"617","329319"
"maharashtra","421201","2021","1",NULL,"501","329307"
"goa","403001","2023","2",NULL,"238","328923"
"assam","781001","2023","4",NULL,"261","328896"
"assam","781025","2024","4",NULL,"254","328825"
"delhi","110094","2021","3",NULL,"408","328622"
"uttarakhand","247667","2022","3",NULL,"229","328532"
"chhattisgarh","492009","2023","2",NULL,"228","328272"
"uttar-pradesh","201318","2021","3",NULL,"335","328123"
"madhya-pradesh","452001","2021","4",NULL,"320","327898"
"bihar","800026","2023","1",NULL,"273","327801"
"assam","781001","2023","3",NULL,"312","327784"
"chhattisgarh","492013","2023","1",NULL,"192","327331"
"himachal-pradesh","174101","2023","3",NULL,"190","327318"
"sikkim","737101","2024","2",NULL,"137","326361"
"assam","781011","2022","4",NULL,"279","326354"
"madhya-pradesh","452009","2022","1",NULL,"254","325854"
"assam","781022","2022","1",NULL,"249","325730"
"uttar-pradesh","244001","2021","2",NULL,"654","325380"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2024","2",NULL,"216","325197"
"assam","785001","2024","2",NULL,"182","324937"
"uttarakhand","246149","2023","4",NULL,"219","324794"
"punjab","141003","2024","3",NULL,"250","324016"
"jharkhand","827013","2022","1",NULL,"205","323335"
"odisha","751012","2023","3",NULL,"260","323269"
"odisha","751010","2023","3",NULL,"256","323130"
"assam","781316","2024","1",NULL,"264","323085"
"gujarat","380013","2022","1",NULL,"250","323052"
"telangana","505001","2021","1",NULL,"575","322142"
"goa","403001","2022","2",NULL,"257","321819"
"rajasthan","302013","2021","4",NULL,"314","321450"
"odisha","758001","2022","4",NULL,"273","321325"
"uttarakhand","248171","2023","2",NULL,"168","321257"
"chhattisgarh","492013","2022","4",NULL,"253","321103"
"gujarat","382350","2022","2",NULL,"315","320718"
"uttar-pradesh","201301","2020","4",NULL,"496","320628"
"uttar-pradesh","201009","2021","2",NULL,"458","319588"
"bihar","844101","2022","4",NULL,"306","318919"
"uttarakhand","248007","2022","3",NULL,"184","318849"
"west-bengal","711102","2022","1",NULL,"316","318377"
"jammu-&-kashmir","182204","2024","4",NULL,"143","318115"
"assam","781001","2022","4",NULL,"296","317894"
"uttarakhand","248001","2021","3",NULL,"319","317646"
"jharkhand","834002","2022","3",NULL,"330","317605"
"jammu-&-kashmir","182101","2023","2",NULL,"161","317428"
"bihar","800002","2022","3",NULL,"304","316510"
"jharkhand","834002","2022","1",NULL,"234","316256"
"delhi","110043","2021","2",NULL,"346","316063"
"punjab","147001","2023","1",NULL,"165","316017"
"punjab","145001","2022","2",NULL,"222","315954"
"uttar-pradesh","250001","2021","2",NULL,"269","315770"
"assam","781017","2024","2",NULL,"184","315659"
"delhi","110059","2020","4",NULL,"447","315637"
"punjab","141007","2024","3",NULL,"259","314846"
"madhya-pradesh","482001","2022","3",NULL,"261","314321"
"assam","781025","2024","3",NULL,"189","314319"
"chhattisgarh","496005","2023","3",NULL,"272","314031"
"telangana","502032","2021","3",NULL,"378","313949"
"west-bengal","732101","2022","1",NULL,"325","313798"
"goa","403601","2022","3",NULL,"261","313674"
"chandigarh","160101","2023","3",NULL,"232","312944"
"chhattisgarh","490006","2023","2",NULL,"230","312933"
"uttarakhand","248003","2024","3",NULL,"207","312672"
"telangana","500055","2021","2",NULL,"420","312645"
"goa","403507","2024","1",NULL,"236","312632"
"andhra-pradesh","530026","2022","1",NULL,"307","312518"
"himachal-pradesh","174101","2023","2",NULL,"195","311213"
"goa","403601","2022","2",NULL,"255","310957"
"chandigarh","160022","2024","2",NULL,"132","310916"
"haryana","123401","2021","2",NULL,"387","310580"
"punjab","141008","2022","3",NULL,"262","310483"
"west-bengal","700019","2022","1",NULL,"284","310166"
"tamil-nadu","600056","2021","4",NULL,"258","309987"
"chhattisgarh","490023","2023","3",NULL,"239","309931"
"telangana","500050","2021","2",NULL,"395","309901"
"punjab","140301","2022","1",NULL,"171","309608"
"odisha","759143","2024","4",NULL,"280","309452"
"goa","403001","2022","4",NULL,"257","309359"
"jammu-&-kashmir","180011","2024","3",NULL,"167","309243"
"puducherry","605004","2023","4",NULL,"218","308789"
"punjab","151005","2023","1",NULL,"158","308555"
"odisha","751003","2022","4",NULL,"263","308428"
"gujarat","395006","2021","4",NULL,"260","308398"
"puducherry","605008","2024","2",NULL,"197","308347"
"odisha","768038","2022","2",NULL,"371","308317"
"assam","786001","2022","4",NULL,"220","308313"
"gujarat","395003","2022","1",NULL,"271","307876"
"jharkhand","831001","2022","1",NULL,"273","307627"
"telangana","500072","2020","4",NULL,"554","307425"
"jammu-&-kashmir","180001","2024","4",NULL,"209","307079"
"kerala","695014","2022","3",NULL,"229","306934"
"andaman-&-nicobar-islands","744103","2023","3",NULL,"191","306744"
"uttarakhand","263148","2023","2",NULL,"176","306700"
"haryana","121004","2021","2",NULL,"386","306663"
"assam","781028","2024","2",NULL,"205","306617"
"punjab","141001","2022","2",NULL,"177","305847"
"uttarakhand","247667","2021","4",NULL,"313","305729"
"himachal-pradesh","173205","2022","2",NULL,"230","305655"
"haryana","121003","2021","1",NULL,"445","305563"
"punjab","140603","2022","1",NULL,"209","305066"
"maharashtra","410501","2021","3",NULL,"561","304516"
"punjab","140301","2021","4",NULL,"190","304498"
"maharashtra","411033","2021","1",NULL,"515","304108"
"puducherry","605004","2024","2",NULL,"193","303844"
"arunachal-pradesh","791110","2024","2",NULL,"124","303724"
"puducherry","605004","2024","1",NULL,"215","303392"
"assam","786003","2022","4",NULL,"213","302699"
"assam","786003","2023","1",NULL,"216","302332"
"delhi","110086","2021","2",NULL,"381","302195"
"chhattisgarh","497001","2022","1",NULL,"191","301893"
"odisha","751013","2023","1",NULL,"200","301758"
"odisha","755026","2024","1",NULL,"242","301649"
"rajasthan","302029","2021","4",NULL,"309","301555"
"goa","403507","2023","2",NULL,"195","301344"
"assam","781011","2024","4",NULL,"261","301308"
"telangana","500090","2021","2",NULL,"382","301178"
"chandigarh","160101","2023","2",NULL,"229","301119"
